AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION;ADDITIONAL_URLS
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0011-iac-branch-.;iac;AZU-0011;The minimum TLS version for Storage Accounts should be TLS1_2 or higher;Infrastructure as Code;PASS;No issues found;False;terraform;;critical;iac;.;.;;;;branch;"Azure Storage supports four versions of the TLS protocol: 1.0, 1.1, 1.2, and 1.3.
Azure Storage uses TLS 1.2 or TLS 1.3 on public HTTPS endpoints, while TLS 1.0 and TLS 1.1 are still supported for backward compatibility.
This check will warn if the minimum TLS version is set lower than TLS1_2. TLS1_2 and TLS1_3 are both allowed.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0011;Use a more recent TLS version for the storage account;https://avd.aquasec.com/misconfig/azu-0011;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0012-iac-branch-.;iac;AZU-0012;The default action on Storage account network rules should be set to deny;Infrastructure as Code;PASS;No issues found;False;terraform;;critical;iac;.;.;;;;branch;"The default_action for network rules should come into effect when no other rules are matched.
The default action should be set to Deny.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0012;Set network rules to deny;https://avd.aquasec.com/misconfig/azu-0012;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0056-iac-branch-.;iac;AZU-0056;Storage account should have blob soft delete enabled;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Blob soft delete protects blob data from being accidentally or erroneously modified or deleted.
When blob soft delete is enabled, deleted blobs are retained in the system for a specified retention period.
During the retention period, you can restore a soft-deleted blob to its state at the time it was deleted.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0056;Enable soft delete for blobs with an appropriate retention period;https://avd.aquasec.com/misconfig/azu-0056;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0057-iac-branch-.;iac;AZU-0057;Storage account should have logging enabled;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Storage Analytics logs detailed information about successful and failed requests to a storage service.
This information can be used to monitor individual requests and to diagnose issues with a storage service.
Logging should be enabled for at least one storage service type.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0057;Enable logging for at least one storage service (Queue, Table, or Blob);https://avd.aquasec.com/misconfig/azu-0057;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0058-iac-branch-.;iac;AZU-0058;Storage account should use geo-redundant replication;Infrastructure as Code;PASS;No issues found;False;terraform;;low;iac;.;.;;;;branch;"Geo-redundant storage (GRS) replicates your data to a secondary region that is hundreds of miles away from the primary region.
This provides an additional level of durability for your data in the event of a complete regional outage or a disaster.
Options include GRS, RAGRS, GZRS, and RAGZRS for geo-redundancy.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0058;Configure storage account to use geo-redundant replication (GRS, RAGRS, GZRS, or RAGZRS);https://avd.aquasec.com/misconfig/azu-0058;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0059-iac-branch-.;iac;AZU-0059;Storage account should have secure transfer and minimum TLS version configured;Infrastructure as Code;PASS;No issues found;False;terraform;;high;iac;.;.;;;;branch;"Storage accounts should enforce HTTPS for secure data transfer and use a minimum TLS version of 1.2.
This ensures that logs and data stored in the storage account are encrypted in transit.
Azure Storage encrypts all data at rest by default, but transport encryption is also critical.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0059;Enable secure transfer and set minimum TLS version to TLS1_2;https://avd.aquasec.com/misconfig/azu-0059;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0060-iac-branch-.;iac;AZU-0060;Storage account should use customer-managed keys for encryption;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Storage accounts should use customer-managed keys (CMK) for encryption to provide additional control over the encryption keys.
Customer-managed keys allow you to create, rotate, disable, and revoke access controls.
They also provide greater flexibility to audit the encryption keys that are used to protect your data.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0060;Configure customer-managed keys for storage account encryption;https://avd.aquasec.com/misconfig/azu-0060;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AZU-0061-iac-branch-.;iac;AZU-0061;Storage account should have infrastructure encryption enabled;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Infrastructure encryption provides an additional layer of encryption at the infrastructure level.
When infrastructure encryption is enabled, data in the storage account is encrypted twice -
once at the service level and once at the infrastructure level with two different encryption algorithms.
This provides double encryption for enhanced security.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/azu-0061;Enable infrastructure encryption for storage account;https://avd.aquasec.com/misconfig/azu-0061;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0027-iac-branch-.;iac;GCP-0027;A firewall rule should not allow unrestricted ingress from any IP address.;Infrastructure as Code;PASS;No issues found;False;terraform;;critical;iac;.;.;;;;branch;"Opening up ports to allow connections from the public internet is generally to be avoided. You should restrict access to IP addresses or ranges that are explicitly required where possible.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0027;Set a more restrictive cidr range;https://avd.aquasec.com/misconfig/gcp-0027;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0029-iac-branch-.;iac;GCP-0029;VPC flow logs should be enabled for all subnetworks;Infrastructure as Code;PASS;No issues found;False;terraform;;low;iac;.;.;;;;branch;"VPC flow logs record information about all traffic, which is a vital tool in reviewing anomalous traffic.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0029;Enable VPC flow logs;https://avd.aquasec.com/misconfig/gcp-0029;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0030-iac-branch-.;iac;GCP-0030;Disable project-wide SSH keys for all instances;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Use of project-wide SSH keys means that a compromise of any one of these key pairs can result in all instances being compromised. It is recommended to use instance-level keys.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0030;Disable project-wide SSH keys;https://avd.aquasec.com/misconfig/gcp-0030;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0031-iac-branch-.;iac;GCP-0031;Instances should not have public IP addresses;Infrastructure as Code;PASS;No issues found;False;terraform;;high;iac;.;.;;;;branch;"Instances should not be publicly exposed to the internet
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0031;Remove public IP;https://avd.aquasec.com/misconfig/gcp-0031;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0032-iac-branch-.;iac;GCP-0032;Disable serial port connectivity for all instances;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"When serial port access is enabled, the access is not governed by network security rules meaning the port can be exposed publicly.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0032;Disable serial port access;https://avd.aquasec.com/misconfig/gcp-0032;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0033-iac-branch-.;iac;GCP-0033;VM disks should be encrypted with Customer Supplied Encryption Keys;Infrastructure as Code;PASS;No issues found;False;terraform;;low;iac;.;.;;;;branch;"Using unmanaged keys makes rotation and general management difficult.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0033;Use managed keys;https://avd.aquasec.com/misconfig/gcp-0033;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0034-iac-branch-.;iac;GCP-0034;Disks should be encrypted with customer managed encryption keys;Infrastructure as Code;PASS;No issues found;False;terraform;;low;iac;.;.;;;;branch;"Using unmanaged keys makes rotation and general management difficult.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0034;Use managed keys to encrypt disks.;https://avd.aquasec.com/misconfig/gcp-0034;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0035-iac-branch-.;iac;GCP-0035;A firewall rule should not allow unrestricted egress to any IP address.;Infrastructure as Code;PASS;No issues found;False;terraform;;critical;iac;.;.;;;;branch;"Opening up ports to connect out to the public internet is generally to be avoided. You should restrict access to IP addresses or ranges that are explicitly required where possible.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0035;Set a more restrictive cidr range;https://avd.aquasec.com/misconfig/gcp-0035;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0036-iac-branch-.;iac;GCP-0036;Instances should not override the project setting for OS Login;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"OS Login automatically revokes the relevant SSH keys when an IAM user has their access revoked.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0036;Enable OS Login at project level and remove instance-level overrides;https://avd.aquasec.com/misconfig/gcp-0036;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0037-iac-branch-.;iac;GCP-0037;The encryption key used to encrypt a compute disk has been specified in plaintext.;Infrastructure as Code;PASS;No issues found;False;terraform;;critical;iac;.;.;;;;branch;"Sensitive values such as raw encryption keys should not be included in your Terraform code, and should be stored securely by a secrets manager.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0037;Reference a managed key rather than include the key in raw format.;https://avd.aquasec.com/misconfig/gcp-0037;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0039-iac-branch-.;iac;GCP-0039;SSL policies should enforce secure versions of TLS;Infrastructure as Code;PASS;No issues found;False;terraform;;critical;iac;.;.;;;;branch;"TLS versions prior to 1.2 are outdated and insecure. You should use 1.2 as aminimum version.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0039;Enforce a minimum TLS version of 1.2;https://avd.aquasec.com/misconfig/gcp-0039;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0041-iac-branch-.;iac;GCP-0041;Instances should have Shielded VM VTPM enabled;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"The virtual TPM provides numerous security measures to your VM.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0041;Enable Shielded VM VTPM;https://avd.aquasec.com/misconfig/gcp-0041;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0042-iac-branch-.;iac;GCP-0042;OS Login should be enabled at project level;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"OS Login automatically revokes the relevant SSH keys when an IAM user has their access revoked.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0042;Enable OS Login at project level;https://avd.aquasec.com/misconfig/gcp-0042;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0043-iac-branch-.;iac;GCP-0043;Instances should not have IP forwarding enabled;Infrastructure as Code;PASS;No issues found;False;terraform;;high;iac;.;.;;;;branch;"Disabling IP forwarding ensures the instance can only receive packets addressed to the instance and can only send packets with a source address of the instance.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0043;Disable IP forwarding;https://avd.aquasec.com/misconfig/gcp-0043;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0044-iac-branch-.;iac;GCP-0044;Instances should not use the default service account;Infrastructure as Code;PASS;No issues found;False;terraform;;critical;iac;.;.;;;;branch;"The default service account has full project access. Instances should instead be assigned the minimal access they need.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0044;Remove use of default service account;https://avd.aquasec.com/misconfig/gcp-0044;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0045-iac-branch-.;iac;GCP-0045;Instances should have Shielded VM integrity monitoring enabled;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Integrity monitoring helps you understand and make decisions about the state of your VM instances.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0045;Enable Shielded VM Integrity Monitoring;https://avd.aquasec.com/misconfig/gcp-0045;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0067-iac-branch-.;iac;GCP-0067;Instances should have Shielded VM secure boot enabled;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Secure boot helps ensure that the system only runs authentic software.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0067;Enable Shielded VM secure boot;https://avd.aquasec.com/misconfig/gcp-0067;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0070-iac-branch-.;iac;GCP-0070;RDP Access Is Not Restricted;Infrastructure as Code;PASS;No issues found;False;terraform;;high;iac;.;.;;;;branch;"Firewall rules should restrict RDP (TCP/3389) access to specific IP ranges. Open RDP access can be a security risk.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0070;"Restrict RDP (TCP port 3389) ingress in firewall rules. Only allow trusted IP ranges or use Identity-Aware Proxy for RDP access.
";https://avd.aquasec.com/misconfig/gcp-0070;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0071-iac-branch-.;iac;GCP-0071;SSH Access Is Not Restricted;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Firewall rules should restrict SSH (TCP/22) access to specific IPs. Open SSH can be a security risk.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0071;"Restrict SSH (TCP port 22) access in firewall rules to known IP addresses or ranges. Avoid open 0.0.0.0/0 access for SSH.
";https://avd.aquasec.com/misconfig/gcp-0071;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0072-iac-branch-.;iac;GCP-0072;Google Compute Network Using Firewall Rule that Allows All Ports;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Firewall rules should not be wide open to all ports. Lock down rules to only required ports.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0072;"Modify firewall rules that allow all ports to restrict to only required ports. Use separate rules for specific port ranges as needed, instead of a single overly broad rule.
";https://avd.aquasec.com/misconfig/gcp-0072;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0073-iac-branch-.;iac;GCP-0073;Disable Default Firewall Rules;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Ensures that Google Cloud's default firewall rules are disabled, as they may be overly permissive and pose security risks.
The default network comes with pre-populated firewall rules that allow broad access and should be replaced with more restrictive custom rules.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0073;Replace default firewall rules with custom, more restrictive rules appropriate for your security requirements;https://avd.aquasec.com/misconfig/gcp-0073;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0074-iac-branch-.;iac;GCP-0074;Google Compute Network Using Firewall Rule that Allows Large Port Range;Infrastructure as Code;PASS;No issues found;False;terraform;;low;iac;.;.;;;;branch;"Firewall rules allowing broad port ranges can be risky. Ensure rules are as specific as possible.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0074;"Limit firewall rules to necessary port ranges only. If a wide range is specified, consider splitting into smaller ranges or specific ports needed for your application.
";https://avd.aquasec.com/misconfig/gcp-0074;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0075-iac-branch-.;iac;GCP-0075;Google Compute Subnetwork with Private Google Access Disabled;Infrastructure as Code;PASS;No issues found;False;terraform;;low;iac;.;.;;;;branch;"Private Google Access allows instances in a subnet to reach Google APIs and services via internal IP, which should be enabled for private networks.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0075;"Enable Private Google Access on subnets. In Terraform, set `private_ip_google_access = true` in the `google_compute_subnetwork` resource.
";https://avd.aquasec.com/misconfig/gcp-0075;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-GCP-0076-iac-branch-.;iac;GCP-0076;Google Compute Subnetwork Logging Disabled;Infrastructure as Code;PASS;No issues found;False;terraform;;medium;iac;.;.;;;;branch;"Flow logs for subnets should be enabled to capture network traffic details for security analysis.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/gcp-0076;"Enable VPC Flow Logs for subnets. In Terraform, set `enable_flow_logs = true` in the `google_compute_subnetwork` resource.
";https://avd.aquasec.com/misconfig/gcp-0076;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0089-iac-branch-main.tf;iac;AWS-0089;S3 Bucket Logging;Infrastructure as Code;FAIL;Bucket has logging disabled;False;terraform;;low;iac;main.tf;main.tf;;;;branch;Ensures S3 bucket logging is enabled for S3 buckets;This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0089;Add a logging block to the resource to enable access logging;https://avd.aquasec.com/misconfig/aws-0089;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0104-iac-branch-main.tf;iac;AWS-0104;A security group rule should not allow unrestricted egress to any IP address.;Infrastructure as Code;FAIL;Security group rule allows unrestricted egress to any IP address.;False;terraform;;critical;iac;main.tf;main.tf;;;;branch;"Opening up ports to connect out to the public internet is generally to be avoided. You should restrict access to IP addresses or ranges that are explicitly required where possible.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0104;Set a more restrictive cidr range;https://avd.aquasec.com/misconfig/aws-0104;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0104-iac-branch-main.tf;iac;AWS-0104;A security group rule should not allow unrestricted egress to any IP address.;Infrastructure as Code;FAIL;Security group rule allows unrestricted egress to any IP address.;False;terraform;;critical;iac;main.tf;main.tf;;;;branch;"Opening up ports to connect out to the public internet is generally to be avoided. You should restrict access to IP addresses or ranges that are explicitly required where possible.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0104;Set a more restrictive cidr range;https://avd.aquasec.com/misconfig/aws-0104;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0124-iac-branch-main.tf;iac;AWS-0124;Missing description for security group rule.;Infrastructure as Code;FAIL;Security group rule does not have a description.;False;terraform;;low;iac;main.tf;main.tf;;;;branch;"Security group rules should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0124;Add descriptions for all security groups rules;https://avd.aquasec.com/misconfig/aws-0124;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0124-iac-branch-main.tf;iac;AWS-0124;Missing description for security group rule.;Infrastructure as Code;FAIL;Security group rule does not have a description.;False;terraform;;low;iac;main.tf;main.tf;;;;branch;"Security group rules should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0124;Add descriptions for all security groups rules;https://avd.aquasec.com/misconfig/aws-0124;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0124-iac-branch-main.tf;iac;AWS-0124;Missing description for security group rule.;Infrastructure as Code;FAIL;Security group rule does not have a description.;False;terraform;;low;iac;main.tf;main.tf;;;;branch;"Security group rules should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0124;Add descriptions for all security groups rules;https://avd.aquasec.com/misconfig/aws-0124;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0124-iac-branch-main.tf;iac;AWS-0124;Missing description for security group rule.;Infrastructure as Code;FAIL;Security group rule does not have a description.;False;terraform;;low;iac;main.tf;main.tf;;;;branch;"Security group rules should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0124;Add descriptions for all security groups rules;https://avd.aquasec.com/misconfig/aws-0124;;;;;;;;;;5.18.1;
No auth;2026-02-10 21:27:42.468155;iac;iac;;;;;prowler-iac-AWS-0132-iac-branch-main.tf;iac;AWS-0132;S3 encryption should use Customer Managed Keys;Infrastructure as Code;FAIL;Bucket does not encrypt data with a customer managed key.;False;terraform;;high;iac;main.tf;main.tf;;;;branch;"Encryption using AWS keys provides protection for your S3 buckets. To gain greater control over encryption, such as key rotation, access policies, and auditability, use customer managed keys (CMKs) with SSE-KMS.
Note that SSE-KMS is not supported for S3 server access logging destination buckets; in such cases, use SSE-S3 instead.
";This provider has not defined a risk for this check.;https://avd.aquasec.com/misconfig/aws-0132;Use SSE-KMS with a customer managed key (CMK);https://avd.aquasec.com/misconfig/aws-0132;;;;;;;;;;5.18.1;
